Job Title,Key Skills,Functional Area
 Developer, development| tools| api| solid| configuration| methods| it| maintaining| javascript| salesforce| coding| troubleshooting| soap| deployment,"IT Software - Application Programming , Maintenance"
 Mud Logger Geologist, data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Senior Unix Security Engineer, c++| C| design| MySQL| JavaScript| HTML,"IT Software - Network Administration , Security"
 iPhone/iPad Application developer, design| c++| development| C| developing| HTML| ios| offshore| application| MySQL| JavaScript| developer| applications,"IT Software - Application Programming , Maintenance"
 Business Development Executive, Web technologies| Executive| Social media| Report writing| E-commerce| Business Development Executive| HTTP| Personality development| Web designing| Recruitment,"Sales , Retail , Business Development"
" Java Developers and Sr. Java Developers, Sector 63, Noida", IoC| JPA| Hibernate| Spring Boot| JSON| O| Multithread| AngularJS,"IT Software - Application Programming , Maintenance"
 Sales Manager, real estate| travel| affordable housing| field sales| communication skills| sales manager| sales management| go getter| team| presentable | Sales Manager,"Sales , Retail , Business Development"
NIIT Ltd. Hiring For Product Manager - English,Product Management|Product Strategy|Sales Support|ROI|Product Development|Cost Benefit Analysis,"Teaching , Education , Training , Counselling"
 Remedyforce Developer - Salesforce, Change Management| IT Asset Management| ITSM| Visual Force| CMDB| BMC| Problem Management| Incident Management| Apex| Salesforce,"IT Software - ERP , CRM"
" Business Development Officer, Mumbai", Staffing| Business Development Manager| Service| Order management| English| Public relations| Business Analyst| Oracle| Business intelligence| Salesforce,"Sales , Retail , Business Development"
 Senior Android Developer, Android Studio| Java| Android SDK| SQLite| JSON| Android Development| XML| User Experience| Gradle| Android Application,IT Software - Mobile
 Android Developer, Copyright| Javascript| CSS3| server| html5| Eclipse| android| mca| Core Java| java| usability| design| oops| json| rest| development| testing| mobile| Unit testing| Business Executive| android development| Mobile development| Application| soap| applications,"IT Software - Application Programming , Maintenance"
 Key Account Manager - Services, Field Sales| Key Account Management| Concept Selling| Space Selling| Ad Space Selling,"Sales , Retail , Business Development"
 Data-Researcher-I, Financial reporting| Analytical| Market intelligence| Accountancy| Data research| Finance| Internet searching| Credit risk| MS Office,"Accounts , Finance , Tax , Company Secretary , Audit"
" Principal Engineer, Service Delivery", Netapps| VMware| Project Management| EMC Storage| Service Delivery| MS Exchange| Disaster Recovery| Netapp| SQL,"IT Software - Network Administration , Security"
 Senior Manager - Pricing Analytics, Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Technology Lead/ C++ Windows Based Developer, Win32| C++| Multithreading| Cyber Security| Programming| Windows Internals| Memory Management| Visual Studio| Device Driver Development,Other
 Business Development Manager, Business Development Manager,"Sales , Retail , Business Development"
 Marketing, marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,"Sales , Retail , Business Development"
 Recruitment Consultant -Non IT, pharma| networking| relationship building| handling| client interaction| work under pressure| recruitment consultant| headhunting| non it| interest,"HR , Recruitment , Administration , IR"
 Executive Sales & Marketing | Pune | Aurangabad| Kolhapur | Sangli, Sales Executive Activities| Marketing| Sheet Metal| press shop| stamping| press tools| Laser Cutting| Sales| Fabrication,"Sales , Retail , Business Development"
 Purchase Executive, Procurement| Purchase Executive| Purchase| Material Management| Negotiation Skills| Purchase Assistant| Vendor Development| Purchase Engineer| Inventory,Purchase / Logistics / Supply Chain
 Ground Staff / Cabin Crew Walk-in Interviews (only Females), Ground Staff Activities| Communication Skills| Cabin Crew Activities,"Travel , Tours , Ticketing , Airlines"
 Freshers! for Udyog Vihar & Sector 44 Gurgaon Huda City Center, bpo| voice process| outbound| lead generation| sales| customer service| night shift| fresher| back office| backend| non voice| inbound process| calling| Aegis,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Chef de Partie - Sushi (Japanese National), Training| Hospitality| Chef De Partie| Customer Service| Staffing| Product Quality| Hr| Performance Appraisal| Management| Japanese,"Hotels , Restaurants"
 Lead Administrator Unix Infrastructure, English language| Customer management| Performance management| Customer satisfaction| Unix Administrator| Trend analysis| Effort estimation| Service| Virtualization,"IT Software - Network Administration , Security"
 Technical Content Writer, Technical Content Writer,"Journalism , Editing , Content"
 Business Analyst, Analytics| SQL| CRM| Data modeling| Cognos| Python| data cleansing| Performance optimization| Data analysis| Excel,IT Software - Other
 Consultant - Systematic Review, Project management| Project planning| Data extraction| Report writing| Lead generation| Technical Lead| Research| Supervisor| Proposal writing| Management,"IT Software - Application Programming , Maintenance"
 Website Sales, Voice process| bpo| process| Website sales| Outbound process| cce| web sales| sales executive| customer care executive,"Sales , Retail , Business Development"
 Branch Incharge - Gold Loan, Sales| Branch Management| Branch Operations| gold loan,"Sales , Retail , Business Development"
 Immediate Opening Sr.webmethod Developer Bangalore Location, Web Services| Product Development| Retail Distribution| South Africa| Project Leading| Strategic Alliances| Financial Services,"IT Software - Application Programming , Maintenance"
 NRI Relationship Manager, Sales| Life Insurance| Investment Products| Cross Selling| General Insurance| Banking| NRI| RM| Relationship Management| Liabilities,"Financial Services , Banking , Investments , Insurance"
 DFT ENGINEERS, Mentor| SPI,IT Software - System Programming
 Channel Sales Manager, Channel Sales Management,"Sales , Retail , Business Development"
 Immediate Hiring For Inbound Technical Support, Inbound calls| Technical support| Target| process| Technical| Bonus| Business Executive,"ITES , BPO , KPO , LPO , Customer Service , Operations"
" Business Development Manager, Sales Manager, b2b Sales, Marketing", Business Development Management| B2B Sales| Marketing| Digital Sales| Sales Management| Sales,Other
 Manager/Executive Sales & Marketing, supreme pipes and fitting| Kohler chine ware and complete bathroom solutions| Jaquar bath fittings| Designer tile| Kitchen bath fitting| etc,"Sales , Retail , Business Development"
 Product Manager, Customer service| Automation| Branch banking| Outsourcing| Business analytics| Customer engagement| Legal compliance| Market risk| Customer experience| Process re-engineering,"Marketing , Advertising , MR , PR , Media Planning"
 Embedded Engineer, assembly language| Six Sigma| PMP| JavaScript| .NET| HTML| Oracle| embedded| Python| SQL,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design"
 Product Manager Mobile Banking, project management| product management| business reporting| problem solving| user experience| mobile banking| communication skills,"Production , Manufacturing , Maintenance"
 Hiring Fresher's For Business Development, marketing| cold calling| business development| us market,"Sales , Retail , Business Development"
Walk-in Drive for Freshers on 21st June and 26th June – IOC Trainee,Entry Level|Technical Support|Communication Skills,"IT Hardware , Technical Support , Telecom Engineering"
 QUALITY ANALYST (QA), sql| development| manual testing| performance testing| troubleshooting| sdlc| test cases| metrics| regression| defect tracking,IT Software - QA & Testing
 Openings for Medical Process- Upto 34k in hand Excellent Communication, international voice process| night shift| medical billing| spoken english| international bpo| customer care executive| blended process| backend| international call center| ar calling| accounts receivable| medical transcription,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Urgent Requirement For Electrical Engineer Freshers - Chennai, electricals| electrical engineer| electrical maintenance| electrical technician| eee| production| ece| electrical engineering| diploma| maintenance| quality,"Production , Manufacturing , Maintenance"
 Group Leader - Maintenance Services - Technical & CAE Simulation, CAE| Preventive Maintenance| Corrective Maintenance| Aircraft Maintenance| Aerospace Engineering| Simulation| Electrical Engineering| Electronics Engineering,"Site Engineering , Project Management"
 Assistant Manager Marketing (PLA-0548-N1C), marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,"Marketing , Advertising , MR , PR , Media Planning"
 Sales Executive, Computer| IT Management,"Sales , Retail , Business Development"
 Java Developer - Spring/hibernate, Java| Hibernate| Design Patterns| OOPS| MySQL| Javascript| MVC| Spring| SQL,"IT Software - Application Programming , Maintenance"
 Graphic Designer - Fine Arts -, Recruitment| Fine arts| UPS,"HR , Recruitment , Administration , IR"
 Member - User Experience, XML| Javascript| Analytical| HTTP| jQuery| CSS3| JSON| UX| ExtJS| Visual Design,"IT Software - Application Programming , Maintenance"
 Urgent Opportunities For Hadoop Specialist in Mumbai., money transfer| payments| payment solution| payment gateway| online payment,"IT Software - Application Programming , Maintenance"
 Executive - Finance & Accounts, Tally| Company Secretary| Excel| Accounts Executive| Circulation| Notes| Auditing| Product costing| Data entry,"Accounts , Finance , Tax , Company Secretary , Audit"
 .Net Lead - C#/vb/winforms, .Net| C#| Webservices| VB| WinForms| Javascript| jQuery| Design Patterns| WCF| .Net Architect,"IT Software - Application Programming , Maintenance"
Python Scripting Professional,python|django|unix shell scripting|web technologies|web development|machine learning|application development|agile methodology,"IT Software - Application Programming , Maintenance"
 Role 1 : Data Scientist, Linux| Python| Coding| Open source| Machine learning| big data| Basic| spark| hdfs| SCALA,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Position title Senior Network Engineer, Unix| Networking| Linux| Senior| WAN| Project management| LAN| DNS| PHP| Windows,"IT Software - Network Administration , Security"
 Corporate Sales Executive, Networking| Corporate sales| Corporate Sales Executive| Business Executive| Administration Executive| Administration,"Sales , Retail , Business Development"
